"cleaned_tweet","polarity","sentimen"
"siaranbolalive saya yakin si salt bae ini gk tahu kalau ada atur gk sembarang orang boleh megang trophy piala dunia bahkan saya saja baru tahu","0","0"
"jumlah tonton besar untuk tanding sepak bola adalah 199 854 orang saat tanding brasil vs uruguay di piala dunia 1950","0","0"
"rezhaae arifnasfi05 siaranbolalive banyak yang punya waktu luang tapi gak punya banyak duit anggur sepakbola untuk semua golong tapi gak semua golong bisa nonton piala dunia langsung di stadion","0.33333333333333","1"
"apa itu super ballon di or usai argentina jadi juara piala dunia 2022 topik tentang trofi super ballon di or yang kait dengan lionel messi sang kapten tim ramai bincang ini foto fifa","0.33333333333333","1"
"idextratime piala dunia lewat saja dodo masih di bully njir","0","0"
"siaranbolalive emi martinez 10 tahun tanpa jelas dalam karirnya ketika main di klub tetapi ketika percaya dia bayar nya dg tropi juara copa amerika dan piala dunia mungkin dia hanya beri pesan bahwa batas menit main di klub bukan arti tidak biaa tampil luar biasa","0.18666666666667","1"
"raya messi menang piala dunia namun","0","0"
"shsgonndie setiaonebudhi idextratime gajuga sih banyak yang kicep karena emang messi belum ada piala internasional saat itu eh sekarang messi dapat piala besar di dunia langsung tahu yang mana yang tolol wkwk","-0.075","-1"
"informasi ronaldo7 adammalik01z idextratime euro piala dunia denmark sama yunani saja bisa juara euro piala dunia beda cerita cr7 bahkan g pernah bisa ke final piala dunia ke semifinal juga butuh bantu generasi emas portugal figo nuno gomes paulo ferreira ric carvalho deco maniche dan simao sabrosa","0.26666666666667","1"
"usai menang argentina di piala dunia 2022 banyak gemar sepak bola yang kecewa dengan hasil sebut banyak ratus ribu orang telah menandatangani petisi untuk tanding ulang final piala dunia 2022 fans nilai wasit salah dalam tentu 2 gol","0.0625","1"
"10 main dan tim piala dunia 2022 populer di twitter ada lionel messi dan argentina ada dalam daftar","0.6","1"
"tim nasional menang piala dunia argentina banjir oleh begitu banyak gemar di jalan jalan untuk parade bus atap buka raya mereka di ibu kota buenos aires sehingga mereka harus tinggal jalan untuk lanjut jalan dengan helikopter","0.083333333333333","1"
"trofi piala dunia abadi di paha angel di maria","0","0"
"detiksport aremafcofficial pssi premierleague championsleague liga1match indosiar erickthohir mau jadi tuan rumah piala dunia jokowi saya 1 orang yang tidak akan tonton saya tani aremafcofficial sampai saya mati","0.2","1"
"belum pada gelar piala dunia 2022 onana keluar dari skuad timnas kamerun lantar selisih dengan sang latih tentang gaya main follow juga kami di instagram ekingsnews facebook ekingsnews","0","0"
"joni80425789 donquixotem1ngo adammalik01z idextratime tapi golin di final piala dunia dodo golin di semifinal piala dunia saja gabisa eh kok semifinal knockout saja gapernah golin wkwkwk","0","0"
"cerita di balik podium final piala dunia 2022","-0.2","-1"
"fadanii31 adammalik01z idextratime kalau kalah iya jelas lah nang tolol ronaldo nang karena mampu nya yang hebat harus kalah sama wasit dan anak emas fifa piala dunia buruk panjang masa yang pernah saya saksi","0.071428571428571","1"
"registaco skotlandia itu lolos piala dunia 86 ga iya","0","0"
"sindir dukung prancis wasit var final piala dunia 2022 angkat bicara bolaskorcom var wasit qatar2022","0","0"
"main sayap timnas argentina angel di maria abadi trofi piala dunia dengan buat tato di paha kanan","0.28571428571429","1"
"populer pek edu rekor piala dunia 2026 suku bajo inspirasi film avatar 2","0.6","1"
"update beda nasib ronaldo dan messi telah piala dunia dan heboh supporter malaysia nyanyi ojo dibandingke ashoy media informasi baru jasa aged domain youtube","0.012121212121212","1"
"update beda nasib ronaldo dan messi telah piala dunia dan heboh supporter malaysia nyanyi ojo dibandingke azyshumaniz","0","0"
"iwankur44177414 fadanii31 adammalik01z idextratime euro sama fifa itu beda bodoh euro iya ngurusin eropa sedang fifa cuma piala dunia doank penyepong pessidog kenapa pada tertawa semua","-0.125","-1"
"magnolia vg siaranbolalive spanyol euro 2008 piala dunia 2010 euro 2012","0","0"
"goda diskon 70 padahal untuk versi ps4 tidak ada uang ubah signifikan paling cuma update piala dunia bursa transfer dan jersey kit dasar","0.10416666666667","1"
"ton kroos cap main buruk di piala dunia 2022 padahal main juga tidak","-0.7","-1"
"idextratime satu juara piala dunia satu juara bangga pada diri sendiri","0.8","1"
"papipapipup idextratime piala dunia tiktok","0","0"
"piala dunia 2006 jerman adalah yang paling luas liput televisi jumlah pirsa televisi lebih olimpiade","0.33333333333333","1"
"ini satu harga yang belum raih messi tapi milik ronaldo messi ronaldo pialadunia","0","0"
"goal tentu pasti messi yang menang piala dunia","0.21428571428571","1"
"informasi ronaldo7 adammalik01z idextratime euro 2016 nan cr 3 gol 3 gol dianggep hebat jadi main baik saja tidak griezman ronaldo di euro 2016 kalau kamu anggep copa amerika sampah lantas piala dunia apa sampah juga lawan maroko kalah mana ngamuk2 melulu main sampah pula lawan swiss gada dia bahkan bagus","0.66666666666667","1"
"wasit piala dunia wajib ambil kursus kilat untuk tahu agam kata kata kasar utama yang bahasa inggris","0.022222222222222","1"
"informasi bola kevin marcus menang di bwf championship 2022 sportalavista pasang ganda putra andal indonesia kevin sanjaya marcus gideon telah selesai tanding round 2 bwf beritaolahraga pialadunia infobola worldcup agenbola","-0.2","-1"
"siaranbolalive kapan stadion jayaraga garut jadi tuan rumah piala dunia iya","0","0"
"qatar cipta revolusi budaya lalu piala dunia","0.1","1"
"poljokesid di era pak jokowi italia gak lolos piala dunia lewat play off jerman gugur di fase grup kalah lawan asia spanyol gagal di 16 besar lewat adu penalti prancis back to back final brazil kandas di empat final","-0.0625","-1"
"lama gak nonton film dan bikin utas panjang gegara piala dunia nah jadi sila yang penasaran sama film yang mungkin sudah muncul terus di tl kalian","-0.066666666666667","-1"
"negara qatar sukses selenggara piala dunia 2022 bagai tuan rumah meski bukan negara sepak bola negeri jazirah arab dengan sumber dana yang tidak batas itu mampu sulap gurun pasir yang tandus jadi stadion megah","0.625","1"
"mungkin ini salah seorng jurulatih status juara piala dunia yang akan sama sama dalam baris kejurulatihan jdt musim depan juanbudiman mysemuanyabola makanbolaplus flashsukan","0","0"
"hengkang dari manchester united cristiano ronaldo gabung di klub al nassr pialadunia cristianoronaldo arabsaudi jakarta","0","0"
"timnas brasil gagal di piala dunia 2022 tite ceramah rampok","-0.5","-1"
"informasi ronaldo7 adammalik01z idextratime main di piala dunia cetak 1 gol pinalti duduk di bangku cadang pulang","0","0"
"prnmaaaa rakyatuwitter piala dunia kucing","0","0"
"malam jelang final piala dunia 2006 tidak orang dari anggota timnas italia yang dapat tidur kecuali sang kapten fabio cannavaro","0","0"
"cnnindonesia harus iya gini2 diberitain piala dunia baru kelar kmaren lho dan semua aman ini akhir tahun musim hujan yang nama flu udh biasa dari jaman dulu covad covid covad covid sial","0.12878787878788","1"
"adammalik01z idextratime piala dunia u20 messi dong","0","0"
"dapat kecam fifa akhir investigasi kasus salt bae yang bisa suka pegang trofi piala dunia","0","0"
"zeemotionid fifaworldcup tolong adakan final piala dunia tiap minggu","0","0"
"piala dunia jadi kado natal indah buat argentina terima kasih papa lionel","0.85","1"
"sausag3666 memefess ada bidio colmeg pakai trofi piala dunia gak bang","0","0"
"donquixotem1ngo adammalik01z idextratime sebagai informasi euro piala dunia kalau ga percaya tanya saja italia sama jerman di pildun italia sama jerman dapat 4 trofi sedang di euro italia cuma mampu 2 kali sedang jerman 3 kali tunjuk euro lebih keras dan sulit daripada pildun","-0.1","-1"
"informasi ronaldo7 kuchapippepe idextratime walaupun hidup punya ribu gol kalau tidak juara piala dunia apa guna","0","0"
"0yiiin affh iya kalau misa dapat piala dunia jadi mes","0","0"
"idextratime dia ga nyadar messi jadi main pertama yang motm di 2 edisi piala dunia dasar dodolovers","0.125","1"
"sumpah grgr piala dunia liga 1 kaya sepak bola jaman baheula alias kaya tarkam anjing maennya","0.375","1"
"tiap kejut harus dapat beri harap akan hadir bagai pilih akan makna bagai kejut yang jadi hingga final piala dunia ajar kita untuk bangun buah adab yang lebih baik opini adadikompas","0.25","1"
"top 3 berita bola balas tohok wasit final piala dunia 2022 untuk prancis","0.25","1"
"perang petisi telah piala dunia 2022 fans argentina minta perancis henti tangis hasil final lewat tribunnews","-0.1","-1"
"idextratime piala tiktok lebih gengsi dari piala dunia factos","0.5","1"
"adammalik01z idextratime lebih makna 2 trofi ini sudah kompetitif value nya lebih gede terus dapat dengan kerja keras pula beda sama piala dunia bantu fifa","0.20138888888889","1"
"tiap kejut harus dapat beri harap akan hadir bagai pilih akan makna bagai kejut yang jadi hingga final piala dunia ajar kita untuk bangun buah adab yang lebih baik opini adadikompas","0.25","1"
"idextratime trofi tiktok lebih besar daripada trofi piala dunia","0.5","1"
"hebat betul anies baswedan ini minggu belum argentina juara udh dapat foto raya argentina juara piala dunia lho","0.8","1"
"idextratime euro piala dunia fakta yang ga bisa terima decul","0","0"
"top 3 berita bola balas tohok wasit final piala dunia 2022 untuk prancis","0.25","1"
"aku dosa wasit final piala dunia 2022 bikin blunder rugi prancis","0","0"
"fyp saya pasca piala dunia upamecanoooo upamecanoooo tanya kapan rilis penasaran sama itu lagu hai wahai vegedream","-0.1","-1"
"ohayie77 teammsia tapi dia tidak malu ke saudara laki-laki deh lah tidak main tapi dapat pegang and cium piala dunia","0","0"
"tiap kejut harus dapat beri harap akan hadir bagai pilih akan makna bagai kejut yang jadi hingga final piala dunia ajar kita untuk bangun buah adab yang lebih baik opini adadikompas","0.25","1"
"esai opini tentang piala dunia qatar 2022 argentina dan manusia sila klik caknundotcom mymaiyahid maiyahan mocopatsyafaat kenduricinta gambangsyafaat bangbangwetan padhangmbulan","0","0"
"jizz62 wah jelas banget sihh apalagi piala dunia pasti pada nonton bareng semua tuh kemarin","0.066666666666667","1"
"problematika piala dunia di tengah musim apalagi buat mu dukung banyak khawatir ada lini belakang yang kadang kocak habis","0.125","1"
"mas belum bisa move on dari final piala dunia","0","0"
"mporatne wahh iya sih jelas seru banget piala dunia kemarin tuh kerenn","0.245","1"
"aksi salt bae di padang piala dunia 2022 lepas menang argentina tentang perancis undang rasa kurang senang di kalang minat","0.3","1"
"ben3atha piala dunia baik di qatar","0.7","1"
"detikcom pemait stop skor di piala dunia","0","0"
"detikcom coba tanyaik kakak nya messi pasti bilang nya piala dunia tebaik panjang masa","0.225","1"
"tahun 1950 india tarik diri dari piala dunia karena tidak diijinkan main tanpa alas kaki","0","0"
"bhsukan sambut bodoh yang cemar menang argentina di piala dunia","-0.8","-1"
"mporatne iya memang salah satu piala dunia paling seru jadi banyak yang gak ingin lewat","0.43333333333333","1"
"ton kroos tertawa jurnalis asal spanyol ini lantar salah atas performa buruk jerman di piala dunia","-0.35","-1"
"sepak bola saja sudah seru apa lagi sepak bola yang ada api sepaksawut sepakbolaapi harap sepaksawut ini bisa ada laga kelas piala dunia meski untuk saat ini tanding sepaksawut lebih banyak main di pondok pesantren tradisional di kampung","0.2","1"
"19x piala dunia hanya 8 negara yang pernah jadi juara brasil 5 italia 4 jerman 3 argentina uruguay 2 inggris prancis spanyol","0","0"
"kenal celia maria cuccitini ibunda lionel messi yang masuk lapang usai sang anak cetak gol di final piala dunia 2022 celebritiesdotid infocelebterkini","0","0"
"cnnindonesia mantap bisa explore pariwisata tuju kalau piala dunia ada di negara pulau","-0.2","-1"
"cari hasil tambah dari hobi jadi uang kicau4d mau nawarin promo website mau banget bola poker slot casino tangkas toto gelap di kicau4d semua bank online 24 jam sedia bonus deposit new member sponsor resmi piala dunia world cup 2022 wa 855965549186 kicauwin com","0.24545454545455","1"
"top skor piala dunia 2022 8 gol sedang pimpin top skor ligue 1 12 gol sedang pimpin top skor liga champions 7 gol sama dengan mau salah kylian mbappe musim ini beinligue1","0.25","1"
"ny0nya me1n1er kemarin ngangkat piala dunia skrg ikut aff ga ada capek aguero","0.2","1"
"bola piala dunia buat di indonesia nia ramadhani mirip sibirubiru hobi prankgbk","0","0"
"azzeddine ounahi tampil apik di piala dunia 2022 gelandang timnas maroko bingung pilih barcelona atau napoli celebritiesdotid infocelebterkini","-0.4","-1"
"dennysiregar7 desi masih ramai tuh suasana final sepak bola piala dunia 2022 di qatar sungguh ajaib dunia barat makin waras kata kaum kafir yang nonton bola nyata tanpa minuman keras itu mmng asik mnyenangkan lebih nyaman aman seru","0.24","1"
"bismillah tahun 2026 kalau punya duit lihat piala dunia","0","0"
"arti maskot piala dunia 2022 nia ramadhani mirip sibirubiru hobi prankgbk","0","0"
"main yang bawa timnas prancis juara piala dunia 2018 pensiun usai tinggal inter miami","0","0"
"promo hari akhir jaket adidas piala dunia 2022 idr 1 000 000 1 100 000 jersey4sale","0","0"
"adidas promo hari akhir piala dunia 2022 replica idr 850 000 authentic idr 1 500 000 jersey4sale","0.5","1"
"bagaimana rasa habis nonton piala dunia terus nonton liga 1 indonesia wakakakaka","0","0"
"arteta minta arsenal lanjut performa apik lepas piala dunia","0","0"
"divhumas polri piala dunia sdh usai di sini masih kopat kapit","0","0"
"malang tite rampok dan marah laku karena gagal bawa brasil juara piala dunia 2022","-0.5","-1"
"pada piala dunia 1998 para main timnas rumania milik warna dan model rambut yang sama","0","0"
"jungkookwithu engga pernah tapi adik bisa prediksi menang piala dunia","0.5","1"
"liverpool pasti tidak bisa main skuad baik mereka saat hadap aston villa beberapa pilar si merah kondisi ragu usai piala dunia 2022","0.028571428571429","1"
"legenda liverpool graeme souness kecam sikap emiliano martinez di final piala dunia 2022 kiper argentina itu nilai sudah bikin malu negara","0","0"
"wasit di laga final piala dunia 2022 aku buat salah yang rugi prancis apa itu fifaworldcup2022","0","0"
"mlgcollective tuju apa masang spanduk buat malu negara ayo kita ini bangsa yang pertama kali masuk piala dunia tahun 1930 sudah saatmya kita move on dari peristiwa pahit","0.075","1"
"tidak asa sudah tujuh hari lalu sejak kita saksi final piala dunia 2022 yang superdramatis tonton kembali seru dalam jepret lensa ikut ini fifaworldcup qatar2022 arg fra","0","0"
"rasa macam menang piala dunia toke sup meletop gembira pm datang rasa macam menang piala dunia itu reaksi milik gerai sup letup zolkhoari abdul aziz apabila premis di medan selera bandar sri permaisuri cheras di sini gemilangdaily","0.5","1"
"eks latih brasil rampok gara gara gagal di piala dunia 2022 brasil pialadunia2022 worldcup lewat holopis com","0","0"
"menang piala dunia 2022 messi jadi raja instagram","0.5","1"
"menang piala dunia 2022 messi jadi raja instagram","0.5","1"
"menang piala dunia 2022 messi jadi raja instagram","0.5","1"
"latih klub sepak bola inggris aston villa unai emery akan diskus dengan martinez kait sikap saat raya menang piala dunia jelang mula kembali laga liga premier","0.1","1"
"kotakmakan gitu doang kenal tapi di piala dunia apalagi","0","0"
"jeanaprilia96 jika indonesia sudah bisa kalahin thailand arti indonesia sudah menang piala dunia","0","0"
"panditfootball maaf yang kayak gin bisa jelek negara kita harus ingat sepakbola kita jadi yang pertama di asia yang masuk piala dunia harus ada marwah","-0.31666666666667","-1"
"main juga tidak ton kroos bahkan bilang beban timnas jerman di piala dunia 2022 tonikroos jerman pialadunia2022 worldcup lewat holopis com","0","0"
"jek moga bang jek kasih umur panjang iya biar bisa lihat piala dunia di 2026","-0.05","-1"
"sekali lagi tentang final piala dunia 2022 sepak bola anti ras vs kulit putih","0","0"
"news berita fakta indonesia viral beritaterkini arti maskot piala dunia 2022","0","0"
"piala dunia dan puncak tinggi manusia adalah jadi manusia","0.053333333333333","1"
"jek lihat halland angkat piala dunia","0","0"
"156 kakanwil kemenkumham jateng a yuspahruddin tegal kantor wilayah kemenkumham jateng gelar nonton bareng final piala dunia dan makan sama dengan tugas serta keluarga","0","0"
"hasil maroko tembus semifinal piala dunia 2022 itu timbul gelombang euforia masuk di media sosial salah satu seperti yang kicau oleh putri gus dur yenny wahid yennywahid","0.033333333333333","1"
"bisa bisa malam aku mimpi piala dunia belum selesai","0","0"
"tidak cuma kuat messi dan mbappe psg klub tabur bintang piala dunia 2022 tempobola","0.21666666666667","1"
"rakjat argentina sedang suka ria hadiah nataru dari messi dan kawan-kawan sumguh bikin mereka bahagia piala dunia not coming home xd","0.8","1"
"jek siap2 melihat cr7 bikin rekor main tua yang angkat trophy piala dunia bagai duta piala dunia","0.15","1"
"celana striker italia giuseppe meazza lorot ketika ia ambil tembak penalti dalam tanding semifinal di piala dunia 1938","0","0"
"juara piala dunia begini pesan natal timnas argentina","0","0"
"broadcastbola seperti gitu mau tembus piala dunia lawak","0.2","1"
"jek gaberasa portugal juara piala dunia 2026 iya stad","0","0"
"gak rasa iya 4 tahun lagi piala dunia 2026","0","0"
"kenapa tidak tayang aff yang ada pasu malaysia piala dunia malaysia tidak ada ria tayang dekat semua siar","-0.15","-1"
"convomfs fobia piala dunia inget messi angkat piala","0","0"
"ini kak link bagus mudah maxwin bonus new member 50 bonus free buy spin 1jt free kaos piala dunia kompetisi parlay hadiah 2jt event piala dunia qatar 2022 link brightwinconcertlive alchemyofsouls2ep5 aibrthwin","0.41393939393939","1"
"nenek dia eks kiper timnas sempat main di piala dunia nangkep 100 bola sekali","0","0"
"siaranbolalive cosplay pak iwan bule mungkin dan besok di resto beliau ada poster juara piala dunia tapi poster tsb foto saltbae yang paling besar antara lai","0","0"
"wasit final piala dunia 2022 aku bikin salah yang rugi perancis","0","0"
"siaranbolalive nyata kuat orang dalam jadi juga di sepakbola yang level sudah piala dunia","0.31666666666667","1"
"piala dunia 2022 usai ikut jadwal gulir 5 liga top eropa liga inggris mulai senin","0.16666666666667","1"
"wasit szymon marciniak aku laku satu salah saat pimpin tanding final piala dunia 2022 argentina vs perancis","-0.25","-1"
"graham potter tegas bahwa ia suka performa hakim ziyech di piala dunia kemarin namun dengan minim waktu main yang ia dapat apakah sudah saat sang sihir maroko minggat dari chelsea beinchelseatv","0.2","1"
"siaranbolalive kapan iya bisa nonton langsung piala dunia itu pun kalau bisa cuti lama","0.025","1"
"gass lah habis kelar piala dunia lanjut ke peru ke maccu picchu","0","0"
"sah atau tidak wasit szymon marciniak balas kritik soal gol lionel messi di final piala dunia 2022","0","0"
"24 sember 2022 berita perdana piala dunia hoki 2023 speedy tigers mampu lepas saing kumpul","0.5","1"
"siaranbolalive piala yang sudah tidak lagi sakral siapa bisa megang piala dunia","0","0"
"argentina harga mati angel di maria buat tato ingat menang argentina di piala dunia","0.3","1"
"ikut susun squad kami di gameweek 17 ligabrfi lawan kofpli gresik tidak banyak ubah namun punya banyak harap untuk lanjut trend positif kita menang 2 laga turut belum piala dunia gelar gasss brfi2","0.35681818181818","1"
"piala dunia hoki arul yakin malaysia mampu terjemah sembah baik stadium astro","0.5","1"
"itsmemizuka lebih rem yang minta tanding ulang piala dunia","0.5","1"
"youtube stadion piala dunia qatar 2022 yang buat dari bahan bekas baifern kendali imei kasmaran tigaperiodembahmu","0","0"
"latih aston villa akan bahas sikap martinez saat selebrasi piala dunia kabartvone","0","0"
"jungkookwithu ini mah kayak bukan main saham tapi judi piala dunia iya tim pilih abang kalah kan","0.28571428571429","1"
"youtube 8 stadion mewah dan canggih piala dunia qatar 2022 ibu sri mulyani parkshinhye 2022 mama awards","0.5","1"
"dulu piala dunia 2018 masih kelas 3 sama terka nerka nanti pas piala dunia 2022 kira kira sudah kuliah atau kerja mana yaa yaa nyata jawab sudah 2022 kuliah di umm jurus itu sekarang terka nerka lagi nanti 2026 sudah jadi apa hidup memang banyak terka nerka","-0.0125","-1"
"harga jersey piala dunia 2014 95rb pcs club 2015 110rb pc club 2014 75rb pcs beli banyak harga nego sampai deal","0","0"
"liverpool pasti tidak bisa main skuad baik mereka saat hadap aston villa beberapa pilar si merah kondisi ragu usai piala dunia 2022","0.028571428571429","1"
"news berita fakta indonesia viral beritaterkini arti maskot piala dunia 2022","0","0"
"messi minta kepada presiden psg untuk pamer trophy piala dunia di homebase psg presiden psg pun tolak minta messi me sumpah ini orang menyebalkan banget kamu mikir gak kamu baru fight vs france dan kamu minta pamer trophy di france kamu ken kubur di mana messi hadeuh","-1","-1"
"semua bola dari piala dunia liga champions liga negara negara top bola selalu ada livenya juga bulu dan olimpiade atau even even besar guna vpn","0","0"
"liverpool pasti tidak bisa main skuad baik mereka saat hadap aston villa beberapa pilar si merah kondisi ragu usai piala dunia 2022","0.028571428571429","1"
"performa cemerlang juli alvarez di piala dunia 2022 apakah mampu geser posisi haaland gabsus cedera siapa ganti simak ulas ikut","0.7","1"
"piala dunia jadi kado natal argentina terima kasih papa lionel","0","0"
"tampil tawan di piala dunia 2022 main muda inggris ini mati banyak klub","0.13333333333333","1"
"5 liverpool yang paling banyak main di piala dunia 2022 ada yang main di final","0.5","1"
"bosen gak ada piala dunia","-0.5","-1"
"5 cetak gol tua di piala dunia 2022 messi masuk","0.1","1"
"usai jeda piala dunia 2022 saing liga inggris premier league siap gelora lagi buah komputer super pun beri prediksi juara yang anyar","0.24444444444444","1"
"jadwal tanding sepakbola hari ini minggu 25 desember 2022 sampai senin 26 desember 2022 dini hari wib pialadunia pialadunia2022 pialadunia2022qatar qatar jadwalbola indo11 sbo beritabola sbo beritasepakbola jadwalsepakbola sbobet liga1 liga1kitasatu","0.1","1"
"6 negara raya natal di musim panas salah satu baru juara piala dunia 2022","0.13636363636364","1"
"negara mana saja boleh menangin piala dunia tapi yang boleh menangin hati kamu cuma abang doang iya neng cassandrasleee","0.53333333333333","1"
"duet maut tomas brolin dan martin dahlin kejut jagad sepakbola dunia karena jadi swedia kuda hitam piala dunia 1994","-0.175","-1"
"6 asia asia bukan tempat bangsa eropa untuk sombong oke ini bagi yang tarik untuk saya yang anti eropa sentris kita mulai sblm piala dunia di mulai sang juara banyak dari eropa yaitu italy pasti tidak bisa injak kaki tanah suci qatar lnjtan di alt","0.17857142857143","1"
"lalu siapa saja main dengan assist banyak panjang piala dunia 2022","0","0"
"feeling aku indonesia kayak bakal kasih sempat ngehost piala dunia 2038 atau 100 tahun telah pertama kali ikut piala dunia di 1938 waktu itu masih hindia belanda momen pas banget buat nostalgia","0.25","1"
"minggu pasca fwc22 8 hal ter ter ter di piala dunia 2022 hanya ingin tulis buah opini pribadi perihal piala dunia 2022 yang turut saya rupa yang pildun baik dan istimewa buah thread","0.26428571428571","1"
"negara mana saja boleh menangin piala dunia tapi yang boleh menangin hati kamu cuma abang doang iya neng steffizmr15","0.53333333333333","1"
"stopplandemit yang ikut piala dunia baik2 saja yang pantau tiba2 hasil buah virus lengkap dg nama virus ini dokter apa sales marketing micin","0.26666666666667","1"
"update retweet teamfollowback stadion piala dunia qatar 2022 yang buat dari bahan bekas","0","0"
"geliat tim tim medioker dan kembali para dewa sepak bola piala dunia 2022 di qatar akhir juara argentina salah satu tim favorit namun ini adalah piala dunia penuh kejut yang sorot pialadunia pialadunia2022 via beritajatimcom","0.28333333333333","1"
"mmtimurtengah wah parah sih rusuh banget kemarin pas final piala dunia wkwkwkwk","0.4","1"
"hingga selesai piala dunia 2022 ada empat main yang usir dari lapang karena dapat kartu merah dari wasit siapa saja","0","0"
"broadcastbola wasit ro asisten wasit liga indonesia ki po ora dok piala dunia wing to kok pethuk e ra entek2 iki sih ora mergo mafianan murni tulul ae wong kabeh klub ngalami","0","0"
"salt bae banjir kecam usai angkat trofi piala dunia 2022 shorts","0","0"
"fifa tunjuk wasit palestina heba saadia ikut pimpin tanding piala dunia wanita 2023","0","0"
"situasieee siaranbolalive dan satu lagi catet tidak pernah dapat piala dunia","0","0"
"detiksport argentina sudah lama puasa tropy piala dunia eajar jika menang tsb buat kiper nya jadi tolol","-0.016666666666667","-1"
"news berita fakta indonesia viral beritaterkini 8 stadion mewah dan canggih piala dunia qatar 2022","0.5","1"
"news berita fakta indonesia viral beritaterkini stadion piala dunia qatar 2022 yang buat dari bahan bekas","0","0"
"erik ten hag ingat lisandro martinez kembali fokus ke manchester united sudah pesta piala dunia erik ten hag ingat lisandro martinez kembali fokus ke manchester united sudah pesta piala dunia","0","0"
"piala dunia","0","0"
"5 cetak gol muda di piala dunia 2022 dua main dari inggris","0.1","1"
"idextratime mau jago kali messi mau menang piala dunia 10 kali pun kalau ga ke aceh ketemu martunis belum jadi main baik dunia fakta","0.56666666666667","1"
"uvfairr bukan piala dunia bang","0","0"
"idextratime kalau pildun harga umum kenapa ronaldo gak dapat piala dunia coba","0.05","1"
"4 momen musuh kembali jadi teman usai final piala dunia 2022 cnn indonesia google berita olahraga arenanews kamidi opsiminfo","0","0"
"shankara q kompastv tapi main rusia juga ga ikut perang bang kenapa ga boleh ikut kualifikasi piala dunia iya serius bertanya","-0.33333333333333","-1"
"indosupporter bener2 gak bayang anda indonesia masuk piala dunia dan ketua pssinya bapak ini","-0.1","-1"
"piala dunia selese ga ada bahan obrol sama bapak","0","0"
"sedang apa anjiir aff bukan piala dunia buset","0","0"
"bal daftar opini stadion piala dunia qatar 2022 yang buat dari bahan bekas","0","0"
"suryaps20 wandymedan bijimana pula komentar ngulama nguatadz tentang acara buka2 aurat pada tutup piala dunia qatar mungkin banyak di antara mrk yang keluar mazi kalau pun gak sampai coli","0.5","1"
"thv eldiablo idextratime gffn oh gitu siap emang saya baru kemarin malam saja nonton bola pas messi juara piala dunia jadi gatau kalau itu kerja fans marseille meski martinez sampah inti dia yang menang saat match itu tahu saya","0.1","1"
"tammy abraham tidak terlalu kecewa tidak panggil untuk kuat inggris di piala dunia 2022 striker as roma itu yakin masih ada sempat lain untuk","0.061111111111111","1"
"4 momen musuh kembali jadi teman usai final piala dunia 2022 cnn indonesia google berita olahraga arenanews kamidi opsiminfo","0","0"
"mridho992 alfikriwahyu09 siaranbolalive lequipe itu dunia mas bukan piala dunia aduh ke gocek","0","0"
"ga di hukum gus nugarislucu sebab piala dunia wis rampung","0","0"
"tammy abraham tidak terlalu kecewa tidak panggil untuk kuat inggris di piala dunia 2022 striker as roma itu yakin masih ada sempat lain untuk","0.061111111111111","1"
"kami lawan tim baik di dunia saya bisa terima kalah itu reaksi jurgen klopp telah kalah manchester city di piala liga liverpool manchestercity carabaocup","0.7","1"
"prediksi juara liga inggris usai jeda piala dunia city vs arsenal detiksport google berita olahraga arenanews kamidi opsiminfo","0","0"
"cerita piala dunia","0","0"
"francesco camarda calon bintang ac mil di masa depan dia usia 14 tahun telah cetak 485 gol dalam 89 laga di akademi ac mil moga kita bisa lihat camarda di piala dunia 2026","-0.05","-1"
"ton kroos nilai main buruk di piala dunia 2022 gelandang asal jerman itu cuma tertawa geli sebab diri tidak tampil sama sekali di qatar","3.7007434154172E-17","1"
"presiden bukan jokowi argentina juara piala dunia","0","0"
"prediksi juara liga inggris usai jeda piala dunia city vs arsenal detiksport google berita olahraga arenanews kamidi opsiminfo","0","0"
"alas kenapa prancis usir karim benzema cara halus di piala dunia 2022 sepakbola dunia","-0.36666666666667","-1"
"tuding curang sahkan gol lionel messi wasit final piala dunia 2022 beri jawab tohok kepada kubu prancis","0","0"
"ratu ratu drama emang juara sampai bikin nang sengguk serial vidio yang lain juga tarik bisa jadi referensi buat ngabisin paket piala dunia apalagi kemarin sempat kasih diamond sampai akhir bulan","-0.0625","-1"
"republika arteta ingat main apik arsenal belum piala dunia 2022 harus kembali","0","0"
"berita fakta unik dunia indonesia stadion piala dunia qatar 2022 yang buat dari bahan bekas","0.375","1"
"piala dunia inget damie natal inget damie juga dammmmmm emang tiap momen aku yaa ingetnya kamu","0.2","1"
"maulidyaaass panggilajaputii kenapa gak ngikutin lagi adik apa karena son singkir di piala dunia","0","0"
"156 kakanwil kemenkumham jateng a yuspahruddin tegal kantor wilayah kemenkumham jateng gelar nonton bareng final piala dunia dan makan sama dengan tugas serta keluarga","0","0"
"salah satu modal piala dunia kemarin serta cetus stadion lego bongkar pasang rispek","0","0"
"bikin marah guardiola gelandang manchester city jadi gendut usai bela inggris di piala dunia 2022","-0.5","-1"
"kbri doha gelar malam apresiasi volunteer piala dunia asal indonesia","0","0"
